scenario,proportion,method,seed,rmse,mae,wasserstein_mean,wasserstein_std,mean_shift_mean,mean_shift_std,variance_retention_mean,variance_retention_std,n_cols_with_masking,corr_frob,n_masked_cells
MCAR,0.5,MICE,2,0.33919002311967733,0.22226321424634377,0.1102139684176312,0.04112053005044582,0.008472098501782177,0.0071215737382818506,0.7792148808944609,0.07068065877546524,64,0.991214438434258,116545
MCAR,0.5,SoftImpute,0,0.317137438870845,0.20867873531476455,0.1305030973937049,0.06254762741992233,0.003999462671264981,0.0037648574844211372,0.7146814626750286,0.10629734288435097,64,2.6827088867626974,116819
MCAR,0.5,SoftImpute,1,0.3202249363716476,0.2102150361680636,0.1309940237567903,0.06306227357324078,0.006311958355078019,0.005123302939001792,0.7127465073093138,0.10741560262909851,64,2.7883061187594365,116827
MCAR,0.5,SoftImpute,2,0.31518482061380965,0.20836844443832248,0.12934632357917292,0.06256168087755903,0.005261999102884859,0.0036174078147192495,0.7168444199533771,0.1048800322464525,64,2.6139228516655826,116545
MCAR,0.5,HyperImpute,0,0.2645324487702925,0.16845638868509746,0.0376245165546155,0.016469789352424775,0.008300876381149026,0.007918156817498216,0.9414953440719658,0.036563781057629814,64,0.6303847916403533,116819
MCAR,0.5,HyperImpute,1,0.2582351470646968,0.1636806388739302,0.03970076574454878,0.018313673715270557,0.01002839397902889,0.007643291055358453,0.9266813926444633,0.041350823591619706,64,0.7736496356622423,116827
MCAR,0.5,HyperImpute,2,0.25633606799725234,0.16218198113831786,0.038397202698195604,0.017537192678376154,0.008349695128607566,0.0071827529852587935,0.9308161807128943,0.03786044030075428,64,0.6994461612732058,116545
MCAR,0.5,DiffPuter,0,0.29211100447580785,0.1739685834572577,0.05422016110188344,0.02508548259030335,0.03970429842311884,0.0318011265115363,0.9364376514056225,0.09921308612413395,64,1.485522291112975,116819
MCAR,0.5,DiffPuter,1,0.30371973194631396,0.17975939157245835,0.057975881599684,0.028200840440345633,0.040345711491792086,0.035298597651558024,0.9243480237034241,0.12261146559834808,64,1.4572312007107469,116827
MCAR,0.5,DiffPuter,2,0.2993756926051699,0.17814626110763457,0.05828951723146704,0.027455838392305337,0.03906524979099003,0.03244153889440577,0.929256120554147,0.10298652476861858,64,1.678194723903286,116545
MAR,0.1,MICE,0,0.1880725875353311,0.11551654052152212,0.032792761576930354,0.014881438729123259,0.007696686767577589,0.006822216240257145,0.9722822650089125,0.0376694709086898,64,0.16103861747056986,23448
MAR,0.1,MICE,1,0.19207015237820796,0.11674866891773354,0.03298636147576044,0.015456569669791215,0.007928049733742868,0.008100472676811962,0.9693086943116856,0.027113028096533844,64,0.16334662564236413,23263
MAR,0.1,MICE,2,0.18863834463604273,0.1154568328755457,0.0334903929904766,0.014212951946378954,0.00864323814221015,0.006349575596640963,0.9703361415327044,0.044290520365394104,64,0.14135062817449598,23447
MAR,0.1,SoftImpute,0,0.21804101966633446,0.14072559440943916,0.08224792066966227,0.0438518480967227,0.008179828212387968,0.006194579291044155,0.8231444012442726,0.08706344881192342,64,0.36830893125613307,23448
MAR,0.1,SoftImpute,1,0.22034324894012053,0.14290775751400922,0.08417153934040086,0.04348018158852361,0.008919176208017632,0.007637987995814985,0.8195066285381543,0.08285802740892921,64,0.36744525023149477,23263
MAR,0.1,SoftImpute,2,0.21938811646797898,0.14112310756343405,0.08410022263971915,0.047180666187614816,0.00854112470458341,0.005902709393176996,0.8221131263241085,0.09239890486526854,64,0.3488916818245758,23447
MAR,0.1,HyperImpute,0,0.18679674108772937,0.11483534869899562,0.032228221814991256,0.014434485576997677,0.007617064008489564,0.006615112003889599,0.9737983314987109,0.03726972080560838,64,0.15905344088898352,23448
MAR,0.1,HyperImpute,1,0.19226684947502726,0.1166629954784518,0.03253065995254705,0.015210071542805608,0.007989506942534651,0.007968668726273833,0.9688870955584369,0.026415085210356435,64,0.16081272609653202,23263
MAR,0.1,HyperImpute,2,0.18798661168330244,0.11485076598061124,0.0328770412992396,0.013779547637807385,0.008422584025094796,0.006131985073535738,0.971397487499218,0.04335810650318252,64,0.13967021036912758,23447
MAR,0.1,DiffPuter,0,0.20204388088336395,0.1227683708700255,0.04057538105884833,0.011522298777608256,0.02399404840579114,0.015911120059594323,0.9807549759261918,0.040352290362317085,64,0.15932553730669555,23448
MAR,0.1,DiffPuter,1,0.21817273536843382,0.13222188546552496,0.04452262921442599,0.018742997865155892,0.025601513835613775,0.0245516529501314,0.995494144506221,0.04953924366490226,64,0.19256767410601877,23263
MAR,0.1,DiffPuter,2,0.2088771596839122,0.12678977382757348,0.04002746533515643,0.013335788675423114,0.023130279408338922,0.018913607024733967,1.0060475885974132,0.05115915171312148,64,0.15662244372365566,23447
MAR,0.3,MICE,0,0.2601792668255602,0.16512610476430947,0.05075497076139161,0.01748709041586173,0.008737132001821253,0.009186027295534863,0.9158921655645089,0.038028417241797285,64,0.35176903618227945,69778
MAR,0.3,MICE,1,0.2661379814300572,0.16699606430379962,0.05140124286385434,0.017669521396084773,0.006827635506211825,0.006902757883819352,0.912137999484562,0.03478188418740204,64,0.3653147385431558,70272
MAR,0.3,MICE,2,0.25987206190257994,0.16486873440942865,0.05135137127868078,0.01791287076513573,0.008033593165160896,0.005277092188459168,0.9171102813206181,0.03358619412925417,64,0.3394482376403479,70139
MAR,0.3,SoftImpute,0,0.261733404796802,0.16979377246930483,0.10199189968576512,0.053091343477589995,0.0067530902906949705,0.005892498650858096,0.7752090176969991,0.09680562911950236,64,1.2527728316963471,69778
MAR,0.3,SoftImpute,1,0.2667218045794643,0.1721894598695184,0.10373463783050182,0.05200730568888775,0.006059990567638499,0.005362208054293687,0.7719064661878583,0.09582945451717402,64,1.388176949620876,70272
MAR,0.3,SoftImpute,2,0.2621069404255754,0.17111832109119882,0.10343732329322483,0.054161927610992186,0.005350326546716655,0.00491778644029075,0.775828366050276,0.09633209446142538,64,1.2878292487391791,70139
MAR,0.3,HyperImpute,0,0.24232041538897553,0.15241837325349644,0.03070472489561497,0.013066887365250869,0.008452304315452863,0.009105214363229036,0.9688750608730006,0.03310966136865622,64,0.3207135648537651,69778
MAR,0.3,HyperImpute,1,0.242429948318746,0.15153601738358072,0.03118291263278883,0.013921624083481857,0.006612376733441849,0.006491038405270389,0.9631713306303862,0.02944701184059267,64,0.36242160435690607,70272
MAR,0.3,HyperImpute,2,0.23960079616850005,0.1516751889683505,0.031882904840715806,0.013299496524955948,0.006731945533262828,0.004951162625091199,0.9665972821360238,0.0275156649143495,64,0.3415571480600924,70139
MAR,0.3,DiffPuter,0,0.224440279783546,0.13509460776437815,0.03527456230487108,0.014812300993861076,0.02182116714194894,0.019280598829217333,0.9693224811103753,0.05036517927840744,64,0.43096664592397377,69778
MAR,0.3,DiffPuter,1,0.2342398887446023,0.14204389618864163,0.042231681952959364,0.017229954189476607,0.028015175645046263,0.02245726306055053,0.9711632115000368,0.05614913565836888,64,0.5222222134449549,70272
MAR,0.3,DiffPuter,2,0.23190552355881114,0.14001764636589098,0.03897680290647251,0.013656093591895232,0.023998422087820513,0.017382453696728053,0.9755403357675074,0.049946281613615695,64,0.49352478944885037,70139
MAR,0.5,MICE,0,0.35164618919916835,0.22840408722456867,0.1097225799606236,0.03793923601728263,0.009983760147472813,0.008938653998415121,0.7867634402908529,0.05896515577112841,64,0.8392110582437301,116757
MAR,0.5,MICE,1,0.35617706372756824,0.23114895438029787,0.11309981132640262,0.03960938687838682,0.009225345131412818,0.006790404849265229,0.7802583426524632,0.06204068667659078,64,0.8556635678370522,116844
MAR,0.5,MICE,2,0.3493915801564529,0.22824235496934395,0.10951854715002238,0.037929643732230345,0.009102493962963375,0.008338702203314494,0.7873322200874944,0.06130560921127792,64,0.8269762789073737,116538
MAR,0.5,SoftImpute,0,0.32943805649269087,0.2164920059453471,0.13716747577016866,0.06548565226616561,0.005389331149795331,0.004597050333173639,0.7032544935651351,0.10824341848075998,64,2.7283090207297414,116757
MAR,0.5,SoftImpute,1,0.3327752169416438,0.21841468852189974,0.138592029749189,0.06614076020843847,0.005475376254308607,0.004750594886132316,0.6993728248892177,0.10989901310474011,64,2.8522803571799464,116844
MAR,0.5,SoftImpute,2,0.3281585863351346,0.2167480755435145,0.13673712158072382,0.0666046493758861,0.005424923405596176,0.0044741698577169114,0.7054370874809379,0.10978935519007837,64,2.699516564505876,116538
MAR,0.5,HyperImpute,0,0.2705289350337587,0.17146814720560835,0.040918701968245846,0.017729153000659803,0.009216306788415563,0.00786394436656721,0.9319656597865904,0.03879848685794667,64,0.7014439662285743,116757
MAR,0.5,HyperImpute,1,0.2737086703980034,0.17381195054963025,0.04193264724072269,0.01706506168834413,0.01054552794743063,0.008372314446504004,0.9290178516180061,0.038129925112107096,64,0.7827971701474429,116844
MAR,0.5,HyperImpute,2,0.2652152513890751,0.16701279608788144,0.04145569160074264,0.019897710807293405,0.008747128326796682,0.007785030493435863,0.9265795217168706,0.0439955931266223,64,0.778321568708506,116538
MAR,0.5,DiffPuter,0,0.30085138440967885,0.17801767987551684,0.05762743583929553,0.028660711347135097,0.04274959374020601,0.03493794072318833,0.9201958511222311,0.10415622053515207,64,1.6100738698560162,116757
MAR,0.5,DiffPuter,1,0.29945803508637336,0.17901988528677454,0.0562429865049512,0.02481622398818809,0.03936448215290031,0.030680234878470464,0.9177252228544038,0.10402782065943186,64,1.544662306253471,116844
MAR,0.5,DiffPuter,2,0.3047653364299583,0.1813705763810006,0.057278339301140443,0.027228008471202294,0.03644306080483952,0.03234375166676017,0.927944625188435,0.09447519695632357,64,1.776770219814571,116538
MNAR,0.1,MICE,0,0.33912552884053676,0.2056300006349406,0.10349220676028278,0.07639681793526663,0.0885251832576688,0.07787384402140468,0.9230464663874289,0.09994148249715214,64,0.46602913178348754,23265
MNAR,0.1,MICE,1,0.32798049330028706,0.20063230851398545,0.09795143719253722,0.06759764666952094,0.08220841620688277,0.06843634559115651,0.9217889945885466,0.09117613775282465,64,0.4235546381269231,23421
MNAR,0.1,MICE,2,0.3261253810749094,0.19896315165194978,0.09971185676842292,0.07181314497863446,0.08520019493015646,0.07492664096614843,0.9265995322269334,0.08902131091959034,64,0.3860131143952694,23345
MNAR,0.1,SoftImpute,0,0.4972866409779291,0.32741320699943305,0.2775694955278899,0.10519807426439817,0.2526519349699398,0.09867017334783029,0.6687421852746617,0.10645621025968849,64,1.3249635991989457,23265
MNAR,0.1,SoftImpute,1,0.49117002229607426,0.3267398906513993,0.2771409260590051,0.10130101397421484,0.25082599309513154,0.09208439805688828,0.6663674413916769,0.10694219397046088,64,1.31966908874527,23421
MNAR,0.1,SoftImpute,2,0.4844536843124936,0.3226309272924067,0.2745155316090584,0.10340044499806002,0.24917024087826511,0.09837946135292118,0.6741884231777691,0.10109529071928894,64,1.2001498607093333,23345
MNAR,0.1,HyperImpute,0,0.3395525785182745,0.20412019821229516,0.10653463073460473,0.07116473519642029,0.09662976927371966,0.07086310541550654,0.9166693408669806,0.08890891038247854,64,0.42483914564892483,23265
MNAR,0.1,HyperImpute,1,0.3099069967058629,0.19053490269913972,0.09126725836271789,0.0663500293732103,0.07902420409811246,0.06622872518336949,0.9261010457178735,0.08452243403156078,64,0.3723115524378697,23421
MNAR,0.1,HyperImpute,2,0.2905122076495445,0.18218905503113922,0.08161362094581448,0.07054950979430302,0.06861884272058033,0.07261324765066157,0.9439066838651573,0.08223988902444564,64,0.33502355511080567,23345
MNAR,0.1,DiffPuter,0,0.38207086973689786,0.23609252892669783,0.12163105784209634,0.10384416202783867,0.10850947125824853,0.11017224113406213,0.9163065403177988,0.12521920713173307,64,0.6329186287432879,23265
MNAR,0.1,DiffPuter,1,0.42540829322185464,0.2616794581330164,0.15377123719970848,0.1288093555501749,0.14268809628844129,0.13368357412095316,0.8770617304250654,0.13798225003923667,64,0.6535413758228868,23421
MNAR,0.1,DiffPuter,2,0.4326668050420618,0.2597312401960291,0.14968981429315514,0.1431273406750146,0.13588285606068928,0.14950203456408512,0.8827467734539616,0.14748437214231683,64,0.7437176894312908,23345
MNAR,0.3,MICE,0,0.6834992809881201,0.4139672092869996,0.3126212949104601,0.07727939820744532,0.30480214982723314,0.07715160767227067,0.570019147225947,0.12092296970460878,64,2.2929903876933624,69927
MNAR,0.3,MICE,1,0.6861900456129412,0.4199780751258621,0.3185408052629073,0.06787582892031557,0.30985419029974004,0.06776562615109823,0.5616512791677233,0.10630026115890948,64,2.2669889828196683,70249
MNAR,0.3,MICE,2,0.6585476676578025,0.402402137250813,0.30212855754886664,0.06405111978484113,0.29266105441238655,0.06350535549932022,0.5791506656500015,0.10444715732079389,64,2.1709698976922716,69962
MNAR,0.3,SoftImpute,0,0.6840433606635602,0.4368272560319534,0.3790400924057028,0.06618790876519738,0.3403737719008411,0.05576140142920044,0.4433340084817373,0.08821006829159529,64,4.283483090185504,69927
MNAR,0.3,SoftImpute,1,0.6774091823362489,0.4353301162330993,0.37431804276660263,0.06420203317516797,0.3364657385154804,0.05281476328381936,0.4477754854075337,0.08358801852006183,64,4.3829462195017586,70249
MNAR,0.3,SoftImpute,2,0.6700636881356506,0.42984349687669987,0.36946733755069583,0.06421189240631203,0.3307406078497125,0.05203686704705286,0.4535747932044787,0.08566583431029402,64,4.274444999832344,69962
MNAR,0.3,HyperImpute,0,0.37935202780449484,0.24343397171679365,0.11780042405020752,0.06106351660655826,0.11235283762977655,0.06084089781288529,0.8386033964855255,0.10518598251251972,64,1.0193545502192647,69927
MNAR,0.3,HyperImpute,1,0.3766265579922775,0.24312822896129832,0.11811667678575805,0.05311963790817731,0.11188475656634768,0.05379762261174332,0.8342135222726523,0.09131883028874571,64,1.053329901182341,70249
MNAR,0.3,HyperImpute,2,0.37834657669849553,0.24366421553740597,0.1156510006493867,0.05376178235097326,0.10952254616121895,0.053539934252920474,0.8406980450898686,0.0921838391155821,64,0.9685411010656201,69962
MNAR,0.3,DiffPuter,0,0.986296932627369,0.588885973544876,0.5070506516256994,0.2395409867658317,0.5016834072898084,0.24388426867240204,0.4061092599002153,0.24793086579557067,64,7.351064826406375,69927
MNAR,0.3,DiffPuter,1,0.9738829438101022,0.5842858095595381,0.5034741295063382,0.2358389828614534,0.5010971420371502,0.2368914171881706,0.4011329771499106,0.24272187183718183,64,7.008441041220101,70249
MNAR,0.3,DiffPuter,2,0.9261233910217858,0.549743532190702,0.4603129923527106,0.2149089290945831,0.45476200436627734,0.2182253016029639,0.4224111262554162,0.2201801477490508,64,6.134664890987813,69962
MNAR,0.5,MICE,0,0.8276031251397192,0.5186849123720559,0.420394543791593,0.05801678886657412,0.39227369641871046,0.05511361600910677,0.3386376120946255,0.08543512318275907,64,4.00337515542193,116682
MNAR,0.5,MICE,1,0.8497427369769334,0.533841481686429,0.43591597394591025,0.055877106373070466,0.4065866772866729,0.052382272444600315,0.3218902875140626,0.09181237393918795,64,4.103884095854423,116708
MNAR,0.5,MICE,2,0.8412575141601074,0.5255132969152225,0.42754924346773865,0.06163663096748348,0.3972475498313145,0.05703860534262861,0.33549589748489256,0.10506953359581049,64,3.9992812959741335,116753
MNAR,0.5,SoftImpute,0,0.7664262682609085,0.4753939787207774,0.41197337330280226,0.054729726905357316,0.3553201973070072,0.03876627719570717,0.3097185978023681,0.06340980833888812,64,7.8422657275650565,116682
MNAR,0.5,SoftImpute,1,0.7645549074564321,0.47385098676243265,0.4086695501644033,0.049786959022643684,0.3540093676351066,0.03548752298722168,0.3145912530791131,0.06264490113076404,64,7.769261791751611,116708
MNAR,0.5,SoftImpute,2,0.7598404725137043,0.47141418365535437,0.40753847338310323,0.05357030238091523,0.35087766435212636,0.03677784903862741,0.3174560385757852,0.06432645036696205,64,7.815885089267831,116753
MNAR,0.5,HyperImpute,0,0.4611120158235119,0.2876769963153294,0.16342131136087998,0.05234827529864747,0.1570140314195728,0.05364000808337786,0.6963533523421592,0.10841847857412913,64,1.7802194750103733,116682
MNAR,0.5,HyperImpute,1,0.4699430075234646,0.2881929336750706,0.17158687008928541,0.05421673295473991,0.1637079006431395,0.054828272842526386,0.6778378668446496,0.1102157336189824,64,2.099362839619692,116708
MNAR,0.5,HyperImpute,2,0.45201821220430594,0.28152782493302064,0.15906889005894048,0.052028258105036924,0.15095597951124112,0.05244925362125263,0.7062085458608132,0.10659169530987503,64,1.7929767741445817,116753
MNAR,0.5,DiffPuter,0,1.1747371157646227,0.7248516991159963,0.660979340986323,0.11831653023279289,0.6562068328684596,0.12233305977824399,0.16340866481144867,0.13505175498117736,64,14.772195585582246,116682
MNAR,0.5,DiffPuter,1,1.1097742396685768,0.6823435305079739,0.61597388316308,0.10485484690623592,0.6123365560797144,0.10605998632138981,0.17828746112376226,0.12218669171578038,64,12.347789804173212,116708
MNAR,0.5,DiffPuter,2,1.1204064473024946,0.6865017538802759,0.6230799207307227,0.10876527914985416,0.6193062670519855,0.11087681969901593,0.17309341177988138,0.1199544030347542,64,12.784276374542683,116753
MCAR-Row,0.1,MICE,0,0.9918904814793974,0.7857265487558032,0.7235890871020756,0.06060050475615894,0.04486240004300496,0.026319279758412757,0.02096538638674546,0.02722245105942628,64,0.5221050473013665,23296
MCAR-Row,0.1,MICE,1,0.9817242727877332,0.7705982574969085,0.7062719418960066,0.057391696211070445,0.03343869161925664,0.02110336735965934,0.02030802792488359,0.02458623351621867,64,0.4744181133865874,23296
MCAR-Row,0.1,MICE,2,0.9542186742331518,0.755791930145757,0.6931732678321723,0.06842347807563244,0.026857835439866164,0.01929836017342726,0.018460977825467045,0.0218407066670408,64,0.3936254946176692,23296
MCAR-Row,0.1,SoftImpute,0,0.9419106443771423,0.7442824804979861,0.6950041472032884,0.06603486457270677,0.03965822342876518,0.02478092279061053,0.02517505506644087,0.011775129511612942,64,0.43498051200523274,23296
MCAR-Row,0.1,SoftImpute,1,0.9321998851251849,0.7288946409188358,0.6774592324475115,0.06500155546095242,0.03052671313322081,0.018907624013748896,0.024836645705240884,0.010768060649104919,64,0.36765108200926333,23296
MCAR-Row,0.1,SoftImpute,2,0.9114834867127709,0.7183727960828276,0.6633198131628777,0.09829398721938792,0.023265069278013695,0.01787603663128173,0.025440120262070744,0.011805806560628239,64,0.31500944577024015,23296
MCAR-Row,0.1,HyperImpute,0,1.068449094281674,0.7750224001901621,0.2066314321243911,0.06427316449378069,0.04624670177129726,0.03485246680214783,0.8382965659106931,0.3411206695588328,64,1.1811292962011308,23296
MCAR-Row,0.1,HyperImpute,1,1.199969468232154,0.8658596065401092,0.14164642115221732,0.055500784613321294,0.032111032816339494,0.02250301383729213,0.8934135259787543,0.21000771440707652,64,1.0524882351297316,23296
MCAR-Row,0.1,HyperImpute,2,0.9794264475356027,0.7180969746250819,0.25324464155954285,0.12515308470568462,0.038988241043234735,0.02497361724796256,0.6332981601085306,0.28953418740269743,64,1.0525605497595971,23296
MCAR-Row,0.1,DiffPuter,0,1.0098633078405954,0.7044510842009164,0.45845302501407337,0.05818485675297376,0.22432209722952967,0.12278276725944923,0.21627716752814238,0.13962998132709867,64,0.8376518741518431,23296
MCAR-Row,0.1,DiffPuter,1,1.0806846775532264,0.7029157584223853,0.5380056099779558,0.06554363745130058,0.47787045833995945,0.07390457499244903,0.11535894097383963,0.08378308346399463,64,0.9311064372635,23296
MCAR-Row,0.1,DiffPuter,2,1.0327815124030812,0.6816532632209148,0.48271716616167704,0.06500441272598602,0.39716842102232336,0.10057932200068827,0.14670351668544163,0.1059634149323839,64,0.5122568356710643,23296
MCAR-Row,0.3,MICE,0,0.9796519555807182,0.7679865224992587,0.702055366911817,0.05244488823937979,0.02889912459083003,0.017381958311639446,0.021579728901647874,0.026768287461705446,64,1.3344917382725028,69952
MCAR-Row,0.3,MICE,1,0.9692507582643612,0.7647039184181162,0.7014510843211739,0.059546305941719495,0.014184911822993179,0.01186801153399786,0.01922197500179257,0.022697079992385984,64,1.2537881180790273,69952
MCAR-Row,0.3,MICE,2,0.9738453553435452,0.7631293863829528,0.7025703902084908,0.0482661881565708,0.021888817979446182,0.015127231082405155,0.01835682391337177,0.021669546342508065,64,1.31783012386127,69952
MCAR-Row,0.3,SoftImpute,0,0.9478249103156418,0.742401068997362,0.7006546136582972,0.05736367126341857,0.02016516198064865,0.012391877248588756,0.01607967245975255,0.00796531633433602,64,1.0128973933815895,69952
MCAR-Row,0.3,SoftImpute,1,0.9382255693074236,0.7381362588623711,0.6967653661304691,0.07533569767219225,0.010091593243211523,0.008392247622374959,0.01587197630738317,0.007587922699923339,64,0.9552715175140377,69952
MCAR-Row,0.3,SoftImpute,2,0.9427446733882232,0.7392694867989367,0.6984313639554556,0.05596407084093074,0.014537659137981607,0.009933436891385138,0.015506366154864526,0.0076029037694583775,64,1.0539045697249079,69952
MCAR-Row,0.3,HyperImpute,0,1.264502944699811,0.9238850802993556,0.10473724457858971,0.039627498453959825,0.02562316799610627,0.01808262342887059,0.9648833628272977,0.1716997674204503,64,2.547570378271585,69952
MCAR-Row,0.3,HyperImpute,1,0.960869472801199,0.681693561100094,0.14806813586806494,0.060542398737895936,0.02466046481141509,0.015510135740944892,0.8516130512054969,0.14714370697618795,64,2.9406426712014664,69952
MCAR-Row,0.3,HyperImpute,2,1.0364638317759145,0.7465135017973791,0.18762244118839022,0.06662559122925012,0.016908916667387034,0.011796540350025508,0.7477595312260598,0.21531973745018454,64,3.4196986542148515,69952
MCAR-Row,0.3,DiffPuter,0,1.0652877219289203,0.6876995815349674,0.5145788307671741,0.07315258408683638,0.442802182684378,0.08228481047944858,0.13303618777010473,0.12549318465142761,64,1.7737211579177925,69952
MCAR-Row,0.3,DiffPuter,1,1.0378477489039335,0.703063298013852,0.4007856117357408,0.06741793722850287,0.24584655457471133,0.121555353505674,0.2556723267770664,0.20546415166976117,64,2.4314197269832816,69952
MCAR-Row,0.3,DiffPuter,2,1.0508890510534206,0.6887656442346524,0.4861073412589597,0.0626465984789162,0.3782313768500741,0.11400897857755105,0.1500507129651822,0.12419177177429604,64,1.624621169268846,69952
MCAR-Row,0.5,MICE,0,0.9701489474702137,0.75931748443917,0.6996677557062784,0.053709978443750736,0.03304477946251079,0.026126767467327422,0.016931846004673668,0.019497917429726553,64,2.084688437550452,116608
MCAR-Row,0.5,MICE,1,0.9798618010592947,0.7652964648164019,0.704607607428618,0.05230721339045863,0.030807061341271327,0.013512500098918556,0.01713511824002256,0.01997035789701577,64,2.374724745807065,116608
MCAR-Row,0.5,MICE,2,0.9709181832850088,0.7557465023927951,0.6874669348689675,0.05692898239658043,0.03137235843311606,0.01791047072180048,0.02177971794243305,0.025353981758917718,64,2.342618754890772,116608
MCAR-Row,0.5,SoftImpute,0,0.950068429456581,0.7451219354617736,0.7123389571160772,0.0686378444460941,0.01653023623777284,0.013096164129333553,0.010148852440581392,0.005277069165469155,64,1.651052744898382,116608
MCAR-Row,0.5,SoftImpute,1,0.959527641435263,0.752394918324111,0.7192599682561345,0.06291768344305752,0.014589347531449606,0.00654961309579142,0.009982697498852102,0.005061117651875099,64,1.8063164952727602,116608
MCAR-Row,0.5,SoftImpute,2,0.9525798838379138,0.7452869530284928,0.7115783425829272,0.060276523407579885,0.015058001073412156,0.008716606051138855,0.01043377662369005,0.005826838781246179,64,1.770594547648368,116608
MCAR-Row,0.5,HyperImpute,0,0.9550718493018144,0.7392089866563004,0.518223542668131,0.08815144802862106,0.03637292705564507,0.02193316133519467,0.15120225766738116,0.08724972625715399,64,4.191382224367368,116608
MCAR-Row,0.5,HyperImpute,1,0.9223285511482259,0.6995485338243884,0.4822578496616307,0.10916577233665697,0.02223076605250876,0.013220196966640254,0.1831893940380348,0.11196234094401623,64,5.169922621166698,116608
MCAR-Row,0.5,HyperImpute,2,0.9967179967703425,0.7153673859210159,0.18447217732292703,0.07552025101888153,0.02654094591962981,0.016187731117022888,0.766900290069615,0.2764328949014121,64,5.848603499702367,116608
MCAR-Row,0.5,DiffPuter,0,1.0812352200089344,0.7046742734986458,0.5415202268532147,0.05556379631676172,0.466230199726037,0.058168319830735456,0.12686190974238937,0.09916621598909837,64,3.067117566472589,116608
MCAR-Row,0.5,DiffPuter,1,1.1269820680665954,0.729180672979339,0.510781060357626,0.07287766156746336,0.44836881282866636,0.10175992636454251,0.24376178930934497,0.22960436888032495,64,3.8552589182804806,116608
MCAR-Row,0.5,DiffPuter,2,1.4443504206754276,1.0349993199018819,0.5124120679760558,0.22798002228913133,0.4634866858101985,0.28154936463717517,1.3297791006001032,0.6658711014814254,64,15.395817683988652,116608
